Game,Time,Team,TEAM,ENEMY,FGM,FG_PCT,FG3M,FG3_PCT,FTM,FT_PCT,OREB,DREB,AST,TOV,PF,PTS
22,4,25,SAC,DEN,36.33,-0.80,7.77,-0.18,20.39,0.46,11.87,30.91,22.26,11.09,19.04,100.81
22,4,26,SAS,PHI,36.96,1.33,6.62,0.28,18.20,1.28,10.86,30.18,20.76,14.12,18.83,98.73
22,4,27,SEA,DET,36.12,-0.68,7.23,-0.09,17.95,1.04,11.05,30.51,19.58,14.13,17.52,97.42
22,4,28,TOR,PHX,37.34,-1.79,7.49,-0.67,19.33,1.03,10.67,29.93,22.11,11.80,20.00,101.50
22,4,29,UTA,NYK,41.43,0.75,6.91,0.35,20.82,2.82,8.73,33.13,24.76,14.20,25.32,110.60
22,4,30,WAS,SAC,38.84,1.12,8.99,2.28,16.19,1.95,10.28,33.97,20.99,13.97,20.03,102.85
22,5,1,ATL,DET,29.33,1.30,8.05,2.60,13.94,2.93,17.05,26.00,19.11,15.44,14.94,80.65
22,5,2,BOS,DEN,33.93,-3.35,7.72,1.60,14.32,-1.27,12.58,29.56,21.46,15.65,19.67,89.89
22,5,3,CHA,CHI,30.12,-0.38,8.79,1.59,16.17,0.55,9.20,29.95,22.50,15.86,24.75,85.20
22,5,4,CHI,NYK,34.50,-0.58,6.56,1.12,17.16,0.81,8.85,28.77,22.26,14.24,22.84,92.72
22,5,5,CLE,ORL,32.15,-2.93,7.28,1.04,15.08,0.98,12.37,29.76,23.26,14.09,22.09,86.65
22,5,6,DAL,SEA,35.78,-1.98,9.14,0.67,19.15,0.67,11.64,30.08,22.19,15.31,22.36,99.86
22,5,7,DEN,SEA,38.78,-1.43,8.10,1.37,17.89,1.22,12.17,30.61,22.65,16.30,23.18,103.54
22,5,8,DET,NJN,34.10,0.70,8.14,1.57,19.47,0.77,12.20,29.38,22.45,15.12,23.81,95.83
22,5,9,GSW,NJN,36.62,0.98,8.90,2.30,18.17,1.39,12.19,30.72,22.68,16.07,21.53,100.30
22,5,10,HOU,SAS,36.46,-0.83,7.68,2.06,18.51,0.77,11.74,30.63,21.84,14.10,19.17,99.10
22,5,11,IND,UTA,33.02,-1.91,9.17,0.90,20.27,0.73,10.43,29.25,22.18,14.06,17.81,95.47
22,5,12,LAC,HOU,36.12,-0.86,7.75,-0.05,15.98,0.66,9.93,29.68,21.54,14.31,21.27,95.98
22,5,13,LAL,MIN,39.64,-0.53,9.48,1.82,18.96,1.80,10.75,31.33,20.31,14.41,23.89,107.71
22,5,14,MEM,SAS,39.29,-0.69,9.05,1.71,18.71,1.27,10.50,31.04,20.13,11.79,21.21,106.34
22,5,15,MIA,GSW,39.22,-1.60,8.32,-0.42,18.73,1.50,11.40,31.27,18.77,11.84,20.79,105.49
22,5,16,MIL,MIN,38.17,-0.48,8.09,0.04,18.69,-0.00,12.22,32.56,21.51,13.25,22.88,103.12
22,5,17,MIN,TOR,36.23,-2.92,7.95,0.32,17.89,0.26,10.60,32.44,20.98,14.98,22.18,98.30
22,5,18,NJN,LAL,34.94,-1.81,7.36,0.25,17.87,0.56,10.30,30.17,21.13,14.09,21.01,95.10
22,5,19,NOK,SAS,31.57,-1.14,6.43,-0.49,15.69,0.66,11.48,30.44,20.54,14.47,20.27,85.26
22,5,20,NYK,DEN,31.75,-0.92,7.69,-0.16,14.85,0.87,13.01,30.91,21.79,13.89,18.77,86.03
22,5,21,ORL,CLE,33.08,-2.18,7.03,0.17,16.21,0.04,10.38,31.22,20.20,12.37,18.73,89.41
22,5,22,PHI,NYK,34.34,-2.42,8.02,0.73,17.49,-0.16,10.62,29.44,21.82,12.29,20.50,94.20
22,5,23,PHX,POR,37.59,-0.33,9.43,1.31,18.99,1.68,11.22,31.02,23.95,15.38,19.22,103.60
22,5,24,POR,HOU,36.66,-0.71,7.79,0.59,19.94,0.88,9.75,30.28,22.17,13.47,21.02,101.07
22,5,25,SAC,PHI,35.90,-0.69,8.59,1.51,18.55,0.65,11.33,30.48,22.19,12.53,21.83,98.93
22,5,26,SAS,MEM,38.46,0.14,8.68,1.88,19.04,1.18,10.88,31.45,22.55,14.14,20.42,104.64
22,5,27,SEA,MEM,40.22,-1.36,8.69,0.52,19.65,1.22,10.30,31.31,22.51,14.57,19.11,108.80
22,5,28,TOR,LAC,39.61,-0.30,9.23,0.74,19.69,1.17,10.88,30.35,22.56,14.80,21.84,108.14
22,5,29,UTA,ATL,41.61,1.77,10.20,1.31,20.63,2.05,13.61,32.96,20.65,17.41,23.53,114.04
22,5,30,WAS,PHX,34.48,1.76,7.90,4.26,17.60,2.40,19.23,29.49,15.47,17.56,20.00,94.47
23,1,1,ATL,CHI,22.49,7.64,8.94,0.57,9.52,2.26,9.20,28.36,24.48,15.23,17.29,63.44
23,1,2,BOS,CHA,31.90,3.49,5.96,0.39,21.05,-0.61,9.97,30.14,21.32,12.44,19.76,90.80
23,1,3,CHA,BOS,35.63,1.12,9.69,-0.12,20.56,1.75,13.15,29.48,23.56,13.17,20.71,101.50
23,1,4,CHI,MIL,34.87,2.34,9.09,-0.75,20.32,0.48,11.59,31.70,24.56,14.28,20.50,99.14
23,1,5,CLE,ORL,32.80,1.72,7.59,-0.85,19.45,-0.23,12.08,28.04,22.29,13.59,20.33,92.64
23,1,6,DAL,PHI,33.70,1.19,9.00,-1.15,17.41,0.23,11.65,31.14,22.03,13.29,20.03,93.79
23,1,7,DEN,WAS,35.54,0.32,7.65,0.99,18.48,1.02,10.05,35.41,21.39,14.18,19.33,97.21
23,1,8,DET,SEA,36.13,1.65,6.41,0.30,18.36,1.59,11.46,33.84,20.65,15.88,19.51,97.04
23,1,9,GSW,HOU,36.61,2.75,4.43,-0.26,16.71,0.67,10.17,34.04,22.91,14.49,20.80,94.35
23,1,10,HOU,LAL,37.21,2.06,5.18,0.45,14.31,0.04,8.58,32.18,22.55,17.00,19.60,93.91
23,1,11,IND,CHI,35.09,1.83,6.76,0.33,15.48,0.31,10.45,29.02,21.93,15.51,20.06,92.42
23,1,12,LAC,HOU,35.52,1.99,7.16,-0.80,19.30,-0.43,11.42,31.01,22.17,15.77,20.68,97.50
23,1,13,LAL,HOU,34.96,2.90,8.90,-0.05,18.80,-0.23,11.62,33.95,23.59,15.27,20.68,97.63
23,1,14,MEM,ATL,36.22,1.13,7.76,-0.23,19.52,0.94,10.64,29.61,22.44,14.50,20.56,99.72
23,1,15,MIA,MEM,36.95,1.09,6.79,-0.14,17.34,-0.93,10.39,30.80,23.62,15.48,21.68,98.03
23,1,16,MIL,CHI,38.31,3.86,7.14,-1.41,16.71,0.36,10.71,34.18,26.88,15.90,22.27,100.47
23,1,17,MIN,MIL,38.78,4.47,6.56,-0.80,18.71,1.60,10.80,35.51,25.04,14.44,21.76,102.83
23,1,18,NJN,DET,36.39,1.54,7.70,-0.13,17.17,1.05,10.51,34.74,23.54,15.25,20.81,97.66
23,1,19,NOK,MIA,35.44,2.46,6.93,-0.23,17.08,2.07,10.87,31.31,22.33,15.13,20.22,94.89
23,1,20,NYK,BOS,34.94,1.96,6.91,-1.64,17.09,0.15,9.51,32.16,23.09,13.91,20.10,93.89
23,1,21,ORL,PHX,35.39,0.77,5.02,-1.50,15.12,0.77,9.55,32.13,21.95,11.55,21.73,90.92
23,1,22,PHI,SAS,36.16,1.82,5.11,-1.81,15.10,0.52,7.60,30.54,22.12,13.38,20.62,92.54
23,1,23,PHX,SAC,36.15,3.35,6.30,-0.40,15.18,-0.14,8.78,32.15,25.81,14.44,22.42,93.78
23,1,24,POR,PHI,35.10,0.97,5.40,0.26,16.68,1.46,10.19,29.58,23.90,15.42,21.81,92.28
23,1,25,SAC,DAL,34.96,1.94,5.07,-0.19,17.14,-0.28,9.27,28.35,21.05,15.26,20.05,92.13
23,1,26,SAS,MIN,35.23,1.19,5.06,-0.69,16.26,1.07,9.17,29.65,20.56,14.64,18.75,91.78
23,1,27,SEA,CHI,36.12,2.15,5.90,0.74,15.70,2.22,9.39,29.50,19.42,15.14,19.66,93.84
23,1,28,TOR,NJN,37.22,3.20,6.55,-0.45,16.66,0.03,10.49,28.58,22.12,14.47,20.31,97.65
23,1,29,UTA,SAC,38.37,7.76,6.53,2.94,20.32,4.14,12.15,29.54,27.69,15.91,24.20,103.60
23,1,30,WAS,LAL,28.67,9.66,5.87,3.51,16.49,4.50,7.63,33.43,22.55,17.29,20.80,79.69
23,2,1,ATL,UTA,32.96,3.45,4.59,2.04,13.64,2.19,6.99,30.08,23.49,15.36,18.43,84.16
23,2,2,BOS,GSW,39.38,-0.02,10.86,-0.11,19.93,0.61,8.61,30.37,19.75,13.96,19.07,109.56
23,2,3,CHA,NYK,38.94,-0.80,7.17,0.20,20.07,0.80,12.95,29.90,24.48,15.10,21.34,105.12
23,2,4,CHI,ATL,35.65,1.73,7.67,0.23,21.06,0.48,13.62,31.52,24.17,13.43,22.75,100.03
23,2,5,CLE,NJN,33.98,1.76,6.40,-0.23,21.15,2.70,12.92,28.95,21.09,13.13,20.92,95.50
23,2,6,DAL,NOK,35.26,-0.09,6.07,0.86,18.51,0.88,12.03,30.73,20.91,14.11,19.67,95.09
23,2,7,DEN,SAC,36.61,0.49,6.59,0.92,19.27,1.04,11.04,32.45,20.67,16.60,20.95,99.08
23,2,8,DET,CLE,37.62,0.85,7.89,0.59,17.54,1.14,10.89,32.37,21.64,16.76,19.27,100.68
23,2,9,GSW,PHX,35.87,2.82,7.90,-0.02,16.57,0.68,9.16,35.33,23.30,13.83,21.71,96.21
23,2,10,HOU,LAC,37.41,1.71,7.94,0.56,15.71,1.35,10.10,32.64,21.60,12.96,21.37,98.47
23,2,11,IND,DET,37.97,2.33,7.56,-0.33,17.72,0.80,10.06,31.76,20.95,13.57,20.09,101.23
23,2,12,LAC,TOR,38.68,1.83,8.48,-1.71,20.24,1.13,11.29,32.90,23.03,11.67,21.12,106.08
23,2,13,LAL,WAS,41.42,1.85,8.95,-0.45,20.34,2.81,13.08,34.12,24.70,14.85,21.28,112.14
23,2,14,MEM,MIA,36.44,1.08,8.54,-0.49,20.70,0.91,11.98,30.10,22.06,12.05,21.67,102.12
23,2,15,MIA,NOK,37.08,2.39,9.08,-0.21,17.65,0.18,12.10,29.63,21.89,12.58,21.31,100.89
23,2,16,MIL,MIN,37.19,1.43,7.51,-0.83,17.87,1.15,11.34,32.12,24.87,15.91,23.70,99.76
23,2,17,MIN,IND,35.63,2.33,6.99,-0.03,19.06,1.65,11.25,32.40,23.48,16.26,23.73,97.30
23,2,18,NJN,GSW,33.42,2.29,6.68,0.50,19.41,2.28,13.64,31.42,23.87,17.68,20.96,92.94
23,2,19,NOK,ORL,31.68,1.80,6.12,-0.97,20.15,0.79,11.77,29.58,21.11,15.40,20.64,89.63
23,2,20,NYK,ATL,32.42,-0.08,6.85,-0.59,18.93,1.90,12.05,30.13,20.40,14.69,20.99,90.62
23,2,21,ORL,TOR,31.60,0.31,7.37,0.02,17.65,0.70,11.05,28.46,19.72,15.11,19.00,88.21
23,2,22,PHI,IND,34.45,1.05,7.38,-0.88,17.03,0.03,10.98,27.05,21.96,13.31,21.18,93.31
23,2,23,PHX,TOR,36.99,2.56,7.68,-0.02,17.38,0.37,9.97,32.31,23.98,15.22,22.75,99.05
23,2,24,POR,MEM,37.31,1.86,8.91,1.25,18.27,0.60,10.77,31.70,21.99,14.12,22.42,101.80
23,2,25,SAC,WAS,37.26,1.12,6.66,0.22,19.69,0.87,11.30,31.70,21.50,12.63,19.90,100.88
23,2,26,SAS,NOK,36.36,0.43,6.97,0.83,18.60,0.60,11.55,33.07,19.86,13.78,18.95,98.29
23,2,27,SEA,CLE,36.16,1.08,7.44,-0.22,18.62,0.73,11.86,32.78,19.67,13.33,18.67,98.37
23,2,28,TOR,GSW,37.03,1.40,5.85,-1.32,20.50,0.56,11.40,30.81,23.39,14.56,20.71,100.41
23,2,29,UTA,IND,39.15,4.02,2.26,0.92,19.87,2.41,13.63,30.67,28.62,14.69,24.64,100.42
23,2,30,WAS,DEN,35.24,6.68,5.95,1.15,13.62,0.95,13.14,32.08,25.17,21.27,20.94,90.04
23,3,1,ATL,IND,31.46,4.39,6.27,2.35,13.08,2.83,9.45,28.14,24.87,15.01,19.50,82.27
23,3,2,BOS,PHI,35.48,-1.16,10.80,-0.61,15.70,-0.29,10.78,31.45,20.90,14.55,17.74,97.47
23,3,3,CHA,UTA,34.57,-0.79,6.04,-1.22,17.30,-0.41,11.49,31.06,24.74,14.23,21.82,92.47
23,3,4,CHI,LAL,33.58,0.53,6.25,-1.11,15.66,0.81,10.66,32.13,23.87,16.00,23.11,89.06
23,3,5,CLE,DET,33.28,-1.02,5.52,-0.92,17.45,0.70,10.80,29.82,21.34,10.78,21.73,89.54
23,3,6,DAL,SAC,36.14,-1.09,6.48,0.11,18.03,1.40,11.82,33.06,21.03,11.45,19.64,96.79
23,3,7,DEN,BOS,40.27,-0.01,8.12,-0.09,19.18,0.51,12.85,33.48,20.35,13.32,20.12,107.84
23,3,8,DET,ATL,40.91,-0.11,7.61,-1.01,18.97,2.12,9.94,32.53,22.67,12.00,21.57,108.39
23,3,9,GSW,TOR,37.38,1.63,9.17,-0.54,19.13,1.04,10.09,32.41,21.78,15.78,21.70,103.06
23,3,10,HOU,POR,34.00,1.65,8.77,-0.07,20.48,1.16,10.71,28.67,20.83,13.80,19.75,97.25
23,3,11,IND,NYK,33.56,0.37,6.36,-1.42,17.39,1.05,11.39,29.44,21.70,11.50,19.62,90.88
23,3,12,LAC,DAL,35.05,-0.74,7.53,-1.29,17.98,-0.16,11.87,29.70,21.68,13.31,20.24,95.61
23,3,13,LAL,CHI,37.70,-0.27,9.45,-1.15,19.65,-0.61,10.29,30.85,24.40,14.33,21.73,104.50
23,3,14,MEM,SEA,37.50,0.10,9.69,-1.35,20.45,0.38,10.65,29.41,22.40,14.49,21.84,105.14
23,3,15,MIA,MIL,38.37,0.42,9.22,-1.94,19.53,-0.76,10.72,30.00,21.47,12.36,21.73,105.49
23,3,16,MIL,MIA,40.78,0.07,8.45,0.11,19.72,-0.12,10.21,33.68,23.58,14.21,21.92,109.74
23,3,17,MIN,CHI,38.44,0.54,7.35,-0.84,19.52,-0.26,10.73,34.51,23.38,14.82,22.03,103.75
23,3,18,NJN,CLE,38.70,-0.60,7.37,-0.04,17.96,0.96,9.41,31.47,23.11,16.49,21.59,102.73
23,3,19,NOK,MEM,35.81,-0.77,7.04,-0.97,16.77,0.64,11.10,31.70,20.22,15.12,21.15,95.44
23,3,20,NYK,IND,34.88,-0.44,7.29,-0.12,16.34,0.54,10.09,30.98,19.90,14.93,20.00,93.38
23,3,21,ORL,CHA,35.90,-1.51,8.34,-0.44,17.26,1.36,10.40,28.53,18.95,14.40,19.61,97.39
23,3,22,PHI,BOS,38.55,-0.08,7.17,-0.73,18.60,1.30,11.24,28.75,20.93,11.27,19.24,102.86
23,3,23,PHX,WAS,41.76,2.31,9.51,-0.39,20.17,0.00,10.40,33.02,23.47,12.15,21.53,113.19
23,3,24,POR,LAC,40.90,0.95,8.88,-0.39,19.44,0.97,12.24,31.88,21.17,13.51,20.63,110.11
23,3,25,SAC,DEN,36.46,-0.75,7.50,-0.50,19.03,0.52,10.83,32.04,21.69,12.08,20.22,99.45
23,3,26,SAS,PHI,36.90,1.51,6.72,-0.09,17.65,1.75,11.29,30.79,21.08,14.50,20.87,98.17
23,3,27,SEA,DET,36.50,-0.13,7.64,-1.23,18.07,1.20,11.73,30.98,21.21,13.07,18.39,98.72
23,3,28,TOR,PHX,38.39,0.59,7.23,-1.30,18.47,1.02,13.04,29.65,22.47,11.64,21.94,102.48
23,3,29,UTA,NYK,41.23,1.57,3.57,0.27,19.82,2.86,11.45,29.35,25.80,15.21,25.54,105.85
23,3,30,WAS,SAC,37.91,2.20,6.95,0.91,16.59,1.28,6.68,31.98,21.87,17.82,21.86,99.35
23,4,1,ATL,DET,29.24,4.32,7.28,1.72,14.35,2.14,9.87,24.76,21.38,15.78,19.06,80.11
23,4,2,BOS,DEN,34.49,-0.99,7.42,-0.13,16.32,-0.17,7.75,29.30,22.84,15.63,18.69,92.71
23,4,3,CHA,CHI,31.45,0.25,6.13,0.16,16.87,1.91,9.19,28.25,23.88,15.58,23.37,85.91
23,4,4,CHI,NYK,34.52,-0.47,6.18,-0.70,16.62,0.88,9.20,28.51,23.41,13.71,23.12,91.82
23,4,5,CLE,ORL,32.65,-0.45,5.19,0.47,15.47,0.82,9.30,28.96,21.63,13.37,21.19,85.96
23,4,6,DAL,SEA,34.77,0.44,7.84,-0.22,18.09,0.54,10.47,28.32,20.79,15.19,20.69,95.47
23,4,7,DEN,SEA,39.06,-0.91,6.33,-0.30,18.57,0.34,10.14,29.39,21.41,16.08,20.00,103.02
23,4,8,DET,NJN,35.22,0.24,6.75,-0.83,19.26,-0.10,11.00,29.18,23.48,14.27,20.56,96.46
23,4,9,GSW,NJN,36.12,1.35,9.12,0.19,17.34,0.22,10.32,30.64,20.90,13.51,20.54,98.72
23,4,10,HOU,SAS,36.24,0.46,5.49,-0.03,18.27,1.11,10.46,29.93,20.78,12.81,18.21,96.23
23,4,11,IND,UTA,32.67,0.17,7.79,-0.59,19.83,1.57,10.06,30.24,21.04,12.56,18.67,92.94
23,4,12,LAC,HOU,35.80,-0.05,6.80,-0.11,17.09,1.89,9.75,29.45,21.09,13.08,20.23,95.50
23,4,13,LAL,MIN,40.09,-0.40,7.73,0.35,18.80,1.76,11.00,31.10,21.96,14.24,22.51,106.72
23,4,14,MEM,SAS,39.45,-1.80,7.42,0.48,19.21,1.66,10.30,30.49,22.11,12.24,21.31,105.53
23,4,15,MIA,GSW,39.36,-0.48,6.44,-0.26,19.62,1.33,11.45,31.61,22.28,10.70,19.62,104.77
23,4,16,MIL,MIN,39.63,0.98,6.52,-0.49,19.28,1.55,11.82,31.90,22.74,12.99,22.36,105.07
23,4,17,MIN,TOR,37.10,-1.57,6.93,-0.03,18.55,0.56,11.26,33.06,22.56,14.52,21.25,99.68
23,4,18,NJN,LAL,34.81,-0.27,6.28,0.10,17.52,1.51,10.65,31.20,22.03,14.82,21.57,93.41
23,4,19,NOK,SAS,32.15,0.15,5.92,0.50,16.20,1.87,9.90,30.55,20.27,13.51,20.09,86.42
23,4,20,NYK,DEN,33.42,0.98,6.48,0.19,15.46,1.03,10.08,31.15,21.47,14.52,19.25,88.78
23,4,21,ORL,CLE,34.40,-0.23,6.40,0.07,16.38,1.24,9.40,30.04,19.97,12.61,18.47,91.56
23,4,22,PHI,NYK,34.47,-0.09,5.60,0.28,16.97,1.78,10.62,29.04,21.43,11.42,18.28,91.51
23,4,23,PHX,POR,38.15,1.80,7.30,0.81,19.40,2.74,10.73,31.83,22.11,14.92,19.60,102.99
23,4,24,POR,HOU,37.74,-0.47,5.65,-0.36,19.34,1.59,9.76,30.83,20.65,11.94,19.99,100.46
23,4,25,SAC,PHI,36.49,-0.89,7.08,-0.43,18.94,0.77,10.32,30.55,22.16,11.50,20.79,99.00
23,4,26,SAS,MEM,38.29,2.18,7.82,-0.49,19.07,0.75,10.17,30.53,23.01,13.57,19.21,103.47
23,4,27,SEA,MEM,39.55,1.81,7.62,-0.48,19.20,0.95,9.82,30.59,22.57,14.16,19.30,105.93
23,4,28,TOR,LAC,38.96,0.96,7.44,-0.76,20.58,1.07,9.23,30.17,22.09,13.19,20.43,105.94
23,4,29,UTA,ATL,42.38,1.84,7.78,-0.27,20.88,2.43,8.92,33.22,24.18,14.09,26.37,113.40
23,4,30,WAS,PHX,40.35,0.13,9.37,3.87,18.07,2.18,11.64,34.44,18.89,15.92,21.71,108.14
23,5,1,ATL,CLE,27.10,1.34,6.61,2.66,12.95,2.32,16.31,26.73,17.23,15.85,15.17,73.76
23,5,2,BOS,LAC,30.75,-2.55,6.89,2.30,14.72,-1.85,12.18,27.49,19.81,16.58,20.13,83.12
23,5,3,CHA,DAL,31.65,1.38,7.79,1.65,16.98,0.75,11.44,29.12,21.15,14.99,23.47,88.07
23,5,4,CHI,CHA,37.34,-0.48,7.26,2.17,17.23,0.99,11.38,31.58,19.73,15.21,21.84,99.17
23,5,5,CLE,ATL,36.23,-0.33,7.88,2.87,17.71,0.26,9.97,31.46,19.94,13.87,20.46,98.06
23,5,6,DAL,LAC,40.49,0.42,10.18,1.13,17.99,0.44,11.12,31.56,22.28,14.50,20.69,109.14
23,5,7,DEN,NOK,40.02,0.98,9.65,0.10,20.43,0.63,12.05,32.66,22.07,12.95,21.88,110.12
23,5,8,DET,NYK,41.09,0.73,9.55,2.05,18.99,0.63,13.37,31.49,22.22,13.70,21.78,110.72
23,5,9,GSW,BOS,40.57,-0.41,10.10,1.89,21.02,1.62,12.00,32.09,23.30,14.38,18.41,112.25
23,5,10,HOU,LAC,35.82,-2.71,7.40,1.74,17.47,1.75,12.67,29.88,21.34,14.39,19.46,96.52
23,5,11,IND,PHI,34.40,-2.08,10.22,0.78,17.54,0.44,11.94,29.85,21.56,14.15,20.65,96.58
23,5,12,LAC,UTA,34.54,-1.32,8.22,0.06,16.88,0.45,11.64,29.59,20.42,14.24,22.63,94.19
23,5,13,LAL,NJN,36.47,0.97,8.24,1.78,18.70,-0.11,12.74,30.43,22.10,15.68,22.45,99.89
23,5,14,MEM,NOK,34.88,0.33,8.79,2.68,19.27,0.98,8.89,30.24,22.14,13.42,20.98,97.81
23,5,15,MIA,LAL,37.16,-0.06,8.46,2.72,18.95,1.50,11.00,31.99,22.00,13.34,20.77,101.72
23,5,16,MIL,NJN,40.09,0.80,9.16,1.98,20.53,1.86,11.54,32.86,23.70,15.81,19.61,109.86
23,5,17,MIN,SEA,39.86,-1.46,7.87,1.93,19.07,1.56,10.90,32.46,23.46,16.52,21.64,106.67
23,5,18,NJN,MIL,37.41,-0.31,8.91,2.47,19.26,1.31,12.06,29.90,21.65,14.07,21.11,102.99
23,5,19,NOK,SEA,34.73,-0.06,9.99,1.05,18.41,0.98,10.43,29.83,20.92,14.04,19.76,97.86
23,5,20,NYK,UTA,36.95,-0.18,7.72,1.17,17.76,0.79,10.56,31.57,20.45,15.84,20.71,99.39
23,5,21,ORL,NOK,33.54,-0.89,7.29,0.16,17.53,-0.53,10.00,31.09,21.43,14.51,19.70,91.90
23,5,22,PHI,GSW,33.34,-1.94,6.03,0.34,16.37,0.59,10.85,30.24,21.08,15.17,21.41,89.08
23,5,23,PHX,DAL,38.08,-1.00,7.61,1.92,18.71,1.91,12.13,32.80,21.76,15.66,21.52,102.49
23,5,24,POR,TOR,34.53,-1.61,6.65,0.60,17.73,1.63,11.01,31.50,20.67,15.24,22.12,93.43
23,5,25,SAC,LAC,32.78,-0.51,6.74,0.26,17.15,-0.12,11.05,27.90,20.62,15.04,21.82,89.45
23,5,26,SAS,HOU,32.88,-0.50,7.73,0.55,16.38,0.42,11.32,29.44,21.15,15.00,22.16,89.87
23,5,27,SEA,DAL,33.64,-1.96,7.76,0.38,15.89,0.17,11.62,29.27,21.24,14.24,22.02,90.93
23,5,28,TOR,POR,35.56,-2.05,7.93,0.14,16.71,1.26,11.15,30.46,20.96,15.84,23.79,95.76
23,5,29,UTA,CHA,37.24,0.59,9.52,-0.45,18.93,0.66,12.81,33.39,21.42,18.35,25.11,102.94
23,5,30,WAS,MEM,31.26,3.39,7.13,4.65,15.16,1.05,20.01,26.95,16.30,17.19,20.65,84.81
24,1,1,ATL,UTA,21.86,6.66,7.02,1.31,9.75,1.59,7.68,27.93,23.46,13.64,16.42,60.49
24,1,2,BOS,GSW,31.80,3.39,4.69,0.31,17.94,0.15,7.73,29.72,21.32,12.61,18.71,86.23
24,1,3,CHA,NYK,36.15,1.38,7.49,0.05,18.29,0.37,12.01,29.73,24.35,14.13,21.44,98.09
24,1,4,CHI,ATL,35.08,1.85,8.44,0.09,18.85,0.69,11.94,32.14,23.33,12.22,20.76,97.44
24,1,5,CLE,NJN,35.14,2.70,7.12,-0.36,19.57,2.85,11.10,30.41,21.55,12.49,21.02,96.98
24,1,6,DAL,NOK,36.54,0.09,7.78,-0.05,16.44,0.93,11.09,30.30,22.00,14.13,20.14,97.31
24,1,7,DEN,SAC,36.86,1.00,6.62,-0.99,16.55,0.19,10.62,30.74,22.93,15.22,20.55,96.89
24,1,8,DET,CLE,36.22,2.54,6.19,0.25,18.80,0.57,9.30,31.92,23.19,15.35,20.21,97.44
24,1,9,GSW,PHX,35.58,4.04,7.46,-0.74,17.36,0.55,9.22,34.88,23.89,14.42,20.97,95.99
24,1,10,HOU,LAC,36.77,1.80,7.33,0.90,16.52,1.23,9.98,31.94,23.17,12.42,20.84,97.39
24,1,11,IND,DET,36.61,3.39,7.29,-0.38,17.43,0.91,9.47,34.00,22.15,14.04,20.13,97.94
24,1,12,LAC,TOR,37.41,3.19,6.82,-2.25,19.25,0.75,10.49,32.54,23.41,11.89,20.62,100.88
24,1,13,LAL,WAS,37.96,3.74,8.23,-1.07,18.62,1.69,12.54,32.96,24.72,13.89,21.72,102.77
24,1,14,MEM,MIA,36.28,1.66,6.54,0.33,17.40,-0.37,11.19,30.84,22.83,14.01,20.27,96.49
24,1,15,MIA,NOK,36.81,3.54,5.31,0.33,17.32,1.39,10.56,29.46,21.73,13.94,20.28,96.24
24,1,16,MIL,MIN,37.21,2.79,5.84,-1.41,16.33,1.39,10.60,31.25,23.59,15.40,22.27,96.58
24,1,17,MIN,IND,37.51,2.43,6.49,-0.66,17.65,1.39,11.36,30.99,22.14,15.67,21.20,99.15
24,1,18,NJN,GSW,35.11,1.99,8.91,-0.55,19.65,1.19,12.71,31.02,23.34,15.36,19.62,98.78
24,1,19,NOK,ORL,33.76,1.52,8.86,-1.41,20.06,0.02,12.13,30.09,22.02,15.51,19.72,96.44
24,1,20,NYK,ATL,32.86,1.09,8.13,-0.55,19.37,2.17,11.03,30.52,22.67,15.04,20.92,93.23
24,1,21,ORL,TOR,32.20,1.79,6.03,-1.48,17.88,0.09,10.80,29.63,21.05,14.15,19.91,88.31
24,1,22,PHI,IND,34.16,1.07,6.40,-1.42,15.30,0.15,10.72,28.60,21.57,12.47,19.96,90.02
24,1,23,PHX,TOR,35.23,2.53,6.27,-0.05,16.56,0.31,9.50,32.98,23.43,14.90,21.40,93.29
24,1,24,POR,MEM,36.07,1.58,5.30,-0.03,17.92,0.05,10.28,31.10,23.14,13.97,20.37,95.36
24,1,25,SAC,WAS,37.46,2.30,7.93,-0.18,17.77,0.67,10.08,33.90,24.06,14.80,20.04,100.62
24,1,26,SAS,NOK,37.91,1.17,7.65,0.26,17.85,1.80,10.82,34.86,22.29,13.69,19.90,101.33
24,1,27,SEA,CLE,37.84,2.49,8.54,-0.42,18.68,1.18,11.41,32.36,22.01,13.40,19.00,102.90
24,1,28,TOR,GSW,37.56,3.40,7.56,-1.33,18.94,1.05,11.44,30.89,23.05,14.21,20.67,101.61
24,1,29,UTA,IND,37.64,5.59,6.99,2.27,18.76,3.38,11.13,30.73,26.22,15.90,23.47,101.03
24,1,30,WAS,DEN,28.71,9.64,4.59,2.30,13.61,4.77,7.95,32.17,23.35,18.07,19.70,75.62
24,2,1,ATL,IND,29.09,4.27,3.35,1.89,13.42,2.98,8.14,28.62,21.81,16.59,19.18,74.96
24,2,2,BOS,PHI,34.25,0.68,9.96,-0.30,18.68,0.92,9.08,30.85,20.56,14.48,18.50,97.14
24,2,3,CHA,UTA,34.09,-0.33,5.98,0.45,18.49,0.74,11.05,30.84,23.34,13.67,20.56,92.65
24,2,4,CHI,LAL,33.69,1.91,5.82,0.03,17.83,0.97,10.75,32.27,23.03,15.51,21.73,91.03
24,2,5,CLE,DET,33.43,0.51,7.29,0.68,19.07,0.94,10.95,30.82,20.55,13.21,20.53,93.23
